order_id,city,order_time,delivery_time,order_status,payment_method,order_amount,delivery_fee,discount,final_amount,delivery_minutes,order_hour,order_day,order_month,is_weekend,is_peak_hour,sla_breach,weekday,order_segment,order_date
52426,Mumbai,2025-03-11 09:36:00,2025-03-11 10:09:00,Delivered,UPI,995.87,10.96,93.34,913.49,33,9,Tuesday,March,False,True,True,Tuesday,Medium Value,2025-03-11
52427,Mumbai,2025-04-13 21:43:00,2025-04-13 22:07:00,Delivered,Cash on Delivery,600.4,25.1,110.96,514.54,24,21,Sunday,April,True,True,False,Sunday,Medium Value,2025-04-13
52428,Pune,2025-02-28 12:46:00,2025-02-28 13:18:00,Delivered,Card,2133.96,60.36,154.49,2039.83,32,12,Friday,February,False,False,True,Friday,High Value,2025-02-28
52429,Hyderabad,2025-01-12 21:19:00,,Cancelled,Wallet,1846.18,22.46,400.66,1467.98,19,21,Sunday,January,True,True,False,Sunday,Medium Value,2025-01-12
52430,Chennai,2025-03-10 22:59:00,2025-03-10 23:34:00,Delivered,UPI,843.32,64.85,86.34,821.83,35,22,Monday,March,False,False,True,Monday,Medium Value,2025-03-10
52431,Mumbai,2025-02-28 09:16:00,2025-02-28 09:44:00,Delivered,Cash on Delivery,549.05,57.86,19.33,587.58,28,9,Friday,February,False,True,False,Friday,Medium Value,2025-02-28
52432,Hyderabad,2025-01-15 08:40:00,2025-01-15 09:07:00,Delivered,Wallet,1726.01,59.62,411.9,1373.73,27,8,Wednesday,January,False,True,False,Wednesday,Medium Value,2025-01-15
52433,Pune,2025-03-11 20:41:00,2025-03-11 21:04:00,Delivered,Cash on Delivery,1677.53,69.32,313.2,1433.65,23,20,Tuesday,March,False,True,False,Tuesday,Medium Value,2025-03-11
52434,Delhi,2025-01-17 16:01:00,2025-01-17 16:27:00,Delivered,Card,553.32,32.8,15.62,570.5,26,16,Friday,January,False,False,False,Friday,Medium Value,2025-01-17
52435,Ahmedabad,2025-01-26 13:34:00,2025-01-26 14:08:00,Delivered,UPI,1759.95,45.61,286.57,1518.99,34,13,Sunday,January,True,True,True,Sunday,High Value,2025-01-26
52436,Delhi,2025-04-22 19:07:00,2025-04-22 19:17:00,Delivered,Wallet,1468.87,36.47,188.6,1316.74,10,19,Tuesday,April,False,True,False,Tuesday,Medium Value,2025-04-22
52437,Hyderabad,2025-04-08 14:29:00,2025-04-08 14:52:00,Delivered,Card,1780.65,24.88,212.18,1593.35,23,14,Tuesday,April,False,True,False,Tuesday,High Value,2025-04-08
52438,Bangalore,2025-04-16 19:24:00,2025-04-16 19:54:00,Delivered,Wallet,447.72,48.01,60.33,435.4,30,19,Wednesday,April,False,True,False,Wednesday,Low Value,2025-04-16
52439,Pune,2025-03-08 14:44:00,2025-03-08 15:04:00,Delivered,UPI,1309.17,66.1,277.89,1097.38,20,14,Saturday,March,True,True,False,Saturday,Medium Value,2025-03-08
52440,Kolkata,2025-03-17 19:21:00,2025-03-17 19:45:00,Delivered,Cash on Delivery,942.59,19.08,160.11,801.56,24,19,Monday,March,False,True,False,Monday,Medium Value,2025-03-17
52441,Chennai,2025-03-22 08:15:00,,Cancelled,Cash on Delivery,2277.8,56.52,554.41,1779.91,41,8,Saturday,March,True,True,True,Saturday,High Value,2025-03-22
52442,Ahmedabad,2025-03-10 04:38:00,2025-03-10 05:03:00,Delivered,Card,1230.89,42.08,183.98,1088.99,25,4,Monday,March,False,False,False,Monday,Medium Value,2025-03-10
52443,Bangalore,2025-01-15 09:39:00,2025-01-15 10:02:00,Delivered,Cash on Delivery,229.24,24.51,10.67,243.08,23,9,Wednesday,January,False,True,False,Wednesday,Low Value,2025-01-15
52444,Delhi,2025-01-17 14:52:00,2025-01-17 15:17:00,Delivered,Card,743.63,64.48,179.06,629.05,25,14,Friday,January,False,True,False,Friday,Medium Value,2025-01-17
52445,Kolkata,2025-03-06 11:18:00,,Cancelled,Cash on Delivery,2265.49,62.12,239.08,2088.53,16,11,Thursday,March,False,False,False,Thursday,High Value,2025-03-06
52446,Chennai,2025-01-18 10:47:00,2025-01-18 11:18:00,Delivered,UPI,1682.55,66.12,298.74,1449.93,31,10,Saturday,January,True,True,True,Saturday,Medium Value,2025-01-18
52447,Ahmedabad,2025-01-25 15:57:00,2025-01-25 16:12:00,Delivered,UPI,113.05,25.0,11.12,126.93,15,15,Saturday,January,True,False,False,Saturday,Low Value,2025-01-25
52448,Mumbai,2025-02-28 20:14:00,2025-02-28 20:26:00,Delivered,Wallet,1220.29,49.96,171.21,1099.04,12,20,Friday,February,False,True,False,Friday,Medium Value,2025-02-28
52449,Bangalore,2025-01-04 21:03:00,2025-01-04 21:42:00,Delivered,Card,2120.36,60.05,3.71,2176.7,39,21,Saturday,January,True,True,True,Saturday,High Value,2025-01-04
52450,Chennai,2025-04-02 05:25:00,2025-04-02 05:38:00,Delivered,UPI,1032.82,21.71,220.36,834.17,13,5,Wednesday,April,False,False,False,Wednesday,Medium Value,2025-04-02
52451,Mumbai,2025-01-23 19:25:00,2025-01-23 19:44:00,Delivered,UPI,467.93,15.04,10.35,472.62,19,19,Thursday,January,False,True,False,Thursday,Low Value,2025-01-23
52452,Hyderabad,2025-04-05 19:31:00,2025-04-05 19:59:00,Delivered,Wallet,1397.0,51.05,313.01,1135.04,28,19,Saturday,April,True,True,False,Saturday,Medium Value,2025-04-05
52453,Ahmedabad,2025-04-05 03:46:00,2025-04-05 04:12:00,Delivered,Wallet,1543.99,15.1,201.49,1357.6,26,3,Saturday,April,True,False,False,Saturday,Medium Value,2025-04-05
52454,Delhi,2025-01-24 21:29:00,2025-01-24 21:45:00,Delivered,Cash on Delivery,865.31,50.06,123.49,791.88,16,21,Friday,January,False,True,False,Friday,Medium Value,2025-01-24
52455,Ahmedabad,2025-03-19 01:49:00,,Cancelled,Wallet,1493.73,25.56,300.9,1218.39,31,1,Wednesday,March,False,False,True,Wednesday,Medium Value,2025-03-19
52456,Hyderabad,2025-03-28 20:22:00,2025-03-28 20:41:00,Delivered,UPI,841.65,49.59,50.15,841.09,19,20,Friday,March,False,True,False,Friday,Medium Value,2025-03-28
52457,Pune,2025-02-12 14:02:00,2025-02-12 14:42:00,Delivered,Cash on Delivery,2465.34,24.64,485.17,2004.81,40,14,Wednesday,February,False,True,True,Wednesday,High Value,2025-02-12
52458,Pune,2025-03-19 14:54:00,2025-03-19 15:09:00,Delivered,Card,301.25,62.35,16.33,347.27,15,14,Wednesday,March,False,True,False,Wednesday,Low Value,2025-03-19
52459,Pune,2025-01-25 14:30:00,2025-01-25 14:56:00,Delivered,Card,2228.3,13.52,128.05,2113.77,26,14,Saturday,January,True,True,False,Saturday,High Value,2025-01-25
52460,Mumbai,2025-03-17 19:57:00,2025-03-17 20:25:00,Delivered,Wallet,2093.64,41.15,65.58,2069.21,28,19,Monday,March,False,True,False,Monday,High Value,2025-03-17
52461,Mumbai,2025-03-19 22:37:00,2025-03-19 23:02:00,Delivered,Wallet,1053.04,46.79,221.64,878.19,25,22,Wednesday,March,False,False,False,Wednesday,Medium Value,2025-03-19
52462,Pune,2025-01-17 20:18:00,2025-01-17 20:31:00,Delivered,UPI,1967.14,46.82,302.0,1711.96,13,20,Friday,January,False,True,False,Friday,High Value,2025-01-17
52463,Mumbai,2025-04-10 17:38:00,2025-04-10 18:06:00,Delivered,Cash on Delivery,1330.32,11.34,131.96,1209.7,28,17,Thursday,April,False,False,False,Thursday,Medium Value,2025-04-10
52464,Pune,2025-04-12 08:23:00,2025-04-12 08:40:00,Delivered,UPI,1642.17,15.39,386.25,1271.31,17,8,Saturday,April,True,True,False,Saturday,Medium Value,2025-04-12
52465,Mumbai,2025-01-24 19:52:00,2025-01-24 20:07:00,Delivered,Card,1835.26,58.92,210.74,1683.44,15,19,Friday,January,False,True,False,Friday,High Value,2025-01-24
52466,Hyderabad,2025-03-22 19:22:00,2025-03-22 19:47:00,Delivered,Card,582.23,58.8,120.83,520.2,25,19,Saturday,March,True,True,False,Saturday,Medium Value,2025-03-22
52467,Kolkata,2025-01-16 20:01:00,2025-01-16 20:26:00,Delivered,UPI,654.27,30.24,163.33,521.18,25,20,Thursday,January,False,True,False,Thursday,Medium Value,2025-01-16
52468,Ahmedabad,2025-03-09 09:22:00,2025-03-09 09:45:00,Delivered,UPI,750.0,47.0,184.16,612.84,23,9,Sunday,March,True,True,False,Sunday,Medium Value,2025-03-09
52469,Mumbai,2025-01-28 19:29:00,2025-01-28 19:54:00,Delivered,Cash on Delivery,1722.18,11.56,356.98,1376.76,25,19,Tuesday,January,False,True,False,Tuesday,Medium Value,2025-01-28
52470,Ahmedabad,2025-02-03 13:21:00,2025-02-03 13:58:00,Delivered,UPI,1585.13,56.39,9.86,1631.66,37,13,Monday,February,False,True,True,Monday,High Value,2025-02-03
52471,Kolkata,2025-02-23 09:44:00,2025-02-23 10:17:00,Delivered,UPI,1787.53,57.36,183.71,1661.18,33,9,Sunday,February,True,True,True,Sunday,High Value,2025-02-23
52472,Delhi,2025-01-21 19:49:00,2025-01-21 20:14:00,Delivered,UPI,828.82,54.84,123.56,760.1,25,19,Tuesday,January,False,True,False,Tuesday,Medium Value,2025-01-21
52473,Chennai,2025-02-13 14:32:00,2025-02-13 14:58:00,Delivered,Card,2027.41,64.54,5.36,2086.59,26,14,Thursday,February,False,True,False,Thursday,High Value,2025-02-13
52474,Chennai,2025-03-08 19:33:00,2025-03-08 20:03:00,Delivered,Card,2477.67,66.38,207.93,2336.12,30,19,Saturday,March,True,True,False,Saturday,High Value,2025-03-08
52475,Chennai,2025-03-23 20:46:00,2025-03-23 21:01:00,Delivered,UPI,2317.99,68.69,487.51,1899.17,15,20,Sunday,March,True,True,False,Sunday,High Value,2025-03-23
52476,Delhi,2025-02-12 19:40:00,2025-02-12 20:08:00,Delivered,Card,2103.47,33.37,500.81,1636.03,28,19,Wednesday,February,False,True,False,Wednesday,High Value,2025-02-12
52477,Chennai,2025-04-26 19:08:00,2025-04-26 19:24:00,Delivered,Card,1909.29,23.87,296.51,1636.65,16,19,Saturday,April,True,True,False,Saturday,High Value,2025-04-26
52478,Hyderabad,2025-01-20 08:46:00,2025-01-20 09:12:00,Delivered,Card,2442.96,21.33,69.12,2395.17,26,8,Monday,January,False,True,False,Monday,High Value,2025-01-20
52479,Pune,2025-03-07 14:01:00,2025-03-07 14:22:00,Delivered,Wallet,151.91,63.08,2.11,212.88,21,14,Friday,March,False,True,False,Friday,Low Value,2025-03-07
52480,Delhi,2025-03-07 14:17:00,,Cancelled,Card,2079.38,24.9,228.73,1875.55,36,14,Friday,March,False,True,True,Friday,High Value,2025-03-07
52481,Mumbai,2025-04-28 19:23:00,2025-04-28 19:47:00,Delivered,Wallet,1164.02,18.61,207.4,975.23,24,19,Monday,April,False,True,False,Monday,Medium Value,2025-04-28
52482,Ahmedabad,2025-01-27 20:46:00,2025-01-27 21:26:00,Delivered,Card,1725.48,68.1,108.43,1685.15,40,20,Monday,January,False,True,True,Monday,High Value,2025-01-27
52483,Mumbai,2025-04-03 09:07:00,2025-04-03 09:30:00,Delivered,Wallet,1434.49,15.77,151.72,1298.54,23,9,Thursday,April,False,True,False,Thursday,Medium Value,2025-04-03
52484,Delhi,2025-02-22 08:58:00,2025-02-22 09:11:00,Delivered,Cash on Delivery,1402.91,36.42,148.23,1291.1,13,8,Saturday,February,True,True,False,Saturday,Medium Value,2025-02-22
52485,Mumbai,2025-04-24 08:03:00,2025-04-24 08:30:00,Delivered,Cash on Delivery,687.02,46.7,139.07,594.65,27,8,Thursday,April,False,True,False,Thursday,Medium Value,2025-04-24
52486,Kolkata,2025-04-11 09:03:00,2025-04-11 09:21:00,Delivered,Cash on Delivery,2329.36,30.52,543.77,1816.11,18,9,Friday,April,False,True,False,Friday,High Value,2025-04-11
52487,Kolkata,2025-01-18 08:40:00,2025-01-18 09:10:00,Delivered,Card,557.69,21.34,79.7,499.33,30,8,Saturday,January,True,True,False,Saturday,Low Value,2025-01-18
52488,Delhi,2025-04-01 21:05:00,2025-04-01 21:22:00,Delivered,UPI,508.0,48.27,24.94,531.33,17,21,Tuesday,April,False,True,False,Tuesday,Medium Value,2025-04-01
52489,Ahmedabad,2025-01-01 14:20:00,2025-01-01 14:39:00,Delivered,Cash on Delivery,1651.81,25.86,272.39,1405.28,19,14,Wednesday,January,False,True,False,Wednesday,Medium Value,2025-01-01
52490,Mumbai,2025-04-25 19:23:00,2025-04-25 20:10:00,Delivered,Wallet,2444.8,18.51,469.75,1993.56,47,19,Friday,April,False,True,True,Friday,High Value,2025-04-25
52491,Chennai,2025-01-16 11:28:00,2025-01-16 11:46:00,Delivered,UPI,1249.1,20.49,280.65,988.94,18,11,Thursday,January,False,False,False,Thursday,Medium Value,2025-01-16
52492,Pune,2025-02-18 08:31:00,2025-02-18 08:44:00,Delivered,Cash on Delivery,2405.39,64.0,488.86,1980.53,13,8,Tuesday,February,False,True,False,Tuesday,High Value,2025-02-18
52493,Kolkata,2025-03-23 05:28:00,2025-03-23 05:48:00,Delivered,Card,2043.73,22.53,270.12,1796.14,20,5,Sunday,March,True,False,False,Sunday,High Value,2025-03-23
52494,Hyderabad,2025-02-01 20:32:00,,Cancelled,Wallet,2236.14,49.84,385.1,1900.88,33,20,Saturday,February,True,True,True,Saturday,High Value,2025-02-01
52495,Ahmedabad,2025-03-17 14:46:00,2025-03-17 15:12:00,Delivered,UPI,2387.41,64.28,366.16,2085.53,26,14,Monday,March,False,True,False,Monday,High Value,2025-03-17
52496,Delhi,2025-03-09 19:56:00,,Cancelled,Cash on Delivery,1844.63,16.44,197.61,1663.46,10,19,Sunday,March,True,True,False,Sunday,High Value,2025-03-09
52497,Mumbai,2025-04-19 10:45:00,2025-04-19 11:20:00,Delivered,UPI,1634.73,38.76,276.97,1396.52,35,10,Saturday,April,True,True,True,Saturday,Medium Value,2025-04-19
52498,Hyderabad,2025-02-10 03:59:00,2025-02-10 04:19:00,Delivered,Wallet,224.95,17.2,4.6,237.55,20,3,Monday,February,False,False,False,Monday,Low Value,2025-02-10
52499,Ahmedabad,2025-03-07 21:41:00,2025-03-07 22:00:00,Delivered,Card,1387.52,66.19,345.92,1107.79,19,21,Friday,March,False,True,False,Friday,Medium Value,2025-03-07
52500,Bangalore,2025-03-08 01:34:00,2025-03-08 01:57:00,Delivered,Card,2310.45,17.51,128.89,2199.07,23,1,Saturday,March,True,False,False,Saturday,High Value,2025-03-08
52501,Hyderabad,2025-04-05 09:19:00,2025-04-05 09:31:00,Delivered,Wallet,1664.86,19.3,133.54,1550.62,12,9,Saturday,April,True,True,False,Saturday,High Value,2025-04-05
52502,Hyderabad,2025-02-21 21:01:00,2025-02-21 21:21:00,Delivered,Wallet,830.65,17.29,43.76,804.18,20,21,Friday,February,False,True,False,Friday,Medium Value,2025-02-21
52503,Bangalore,2025-03-01 16:22:00,2025-03-01 16:38:00,Delivered,Cash on Delivery,1915.25,25.03,431.34,1508.94,16,16,Saturday,March,True,False,False,Saturday,High Value,2025-03-01
52504,Kolkata,2025-01-10 13:47:00,2025-01-10 14:00:00,Delivered,Card,460.85,14.64,2.15,473.34,13,13,Friday,January,False,True,False,Friday,Low Value,2025-01-10
52505,Kolkata,2025-01-11 20:08:00,2025-01-11 20:21:00,Delivered,UPI,359.01,44.2,54.98,348.23,13,20,Saturday,January,True,True,False,Saturday,Low Value,2025-01-11
52506,Hyderabad,2025-02-14 16:05:00,2025-02-14 16:28:00,Delivered,UPI,1491.35,11.69,113.68,1389.36,23,16,Friday,February,False,False,False,Friday,Medium Value,2025-02-14
52507,Chennai,2025-04-23 19:56:00,2025-04-23 20:30:00,Delivered,Cash on Delivery,2197.36,51.29,439.43,1809.22,34,19,Wednesday,April,False,True,True,Wednesday,High Value,2025-04-23
52508,Ahmedabad,2025-03-19 14:42:00,2025-03-19 15:03:00,Delivered,UPI,1547.78,20.39,262.19,1305.98,21,14,Wednesday,March,False,True,False,Wednesday,Medium Value,2025-03-19
52509,Pune,2025-03-15 17:59:00,2025-03-15 18:18:00,Delivered,Cash on Delivery,2415.25,21.28,589.6,1846.93,19,17,Saturday,March,True,False,False,Saturday,High Value,2025-03-15
52510,Bangalore,2025-04-10 21:42:00,2025-04-10 22:19:00,Delivered,UPI,308.56,40.35,1.21,347.7,37,21,Thursday,April,False,True,True,Thursday,Low Value,2025-04-10
52511,Ahmedabad,2025-02-06 19:57:00,,Cancelled,Card,168.76,31.27,39.38,160.65,21,19,Thursday,February,False,True,False,Thursday,Low Value,2025-02-06
52512,Pune,2025-02-16 21:14:00,2025-02-16 21:51:00,Delivered,Card,969.31,64.49,78.15,955.65,37,21,Sunday,February,True,True,True,Sunday,Medium Value,2025-02-16
52513,Delhi,2025-03-24 20:25:00,2025-03-24 20:42:00,Delivered,Cash on Delivery,1001.91,59.04,193.93,867.02,17,20,Monday,March,False,True,False,Monday,Medium Value,2025-03-24
52514,Chennai,2025-03-12 16:49:00,2025-03-12 17:24:00,Delivered,Card,2238.75,31.84,309.98,1960.61,35,16,Wednesday,March,False,False,True,Wednesday,High Value,2025-03-12
52515,Delhi,2025-02-08 14:32:00,2025-02-08 15:05:00,Delivered,UPI,1953.32,14.18,414.28,1553.22,33,14,Saturday,February,True,True,True,Saturday,High Value,2025-02-08
52516,Delhi,2025-01-03 20:50:00,2025-01-03 21:11:00,Delivered,UPI,2202.57,60.56,73.01,2190.12,21,20,Friday,January,False,True,False,Friday,High Value,2025-01-03
52517,Kolkata,2025-03-07 17:52:00,2025-03-07 18:34:00,Delivered,UPI,557.14,37.72,98.53,496.33,42,17,Friday,March,False,False,True,Friday,Low Value,2025-03-07
52518,Pune,2025-01-23 19:56:00,2025-01-23 20:18:00,Delivered,Card,524.63,15.61,130.68,409.56,22,19,Thursday,January,False,True,False,Thursday,Low Value,2025-01-23
52519,Delhi,2025-02-20 14:54:00,2025-02-20 15:26:00,Delivered,Card,1985.04,37.02,158.2,1863.86,32,14,Thursday,February,False,True,True,Thursday,High Value,2025-02-20
52520,Delhi,2025-01-06 21:02:00,2025-01-06 21:31:00,Delivered,UPI,457.72,17.45,38.14,437.03,29,21,Monday,January,False,True,False,Monday,Low Value,2025-01-06
52521,Mumbai,2025-01-12 14:41:00,2025-01-12 14:57:00,Delivered,Cash on Delivery,153.28,54.38,1.14,206.52,16,14,Sunday,January,True,True,False,Sunday,Low Value,2025-01-12
52522,Delhi,2025-01-12 04:14:00,2025-01-12 04:33:00,Delivered,UPI,1290.69,13.05,252.4,1051.34,19,4,Sunday,January,True,False,False,Sunday,Medium Value,2025-01-12
52523,Ahmedabad,2025-03-01 08:54:00,2025-03-01 09:15:00,Delivered,Wallet,1351.18,13.05,25.11,1339.12,21,8,Saturday,March,True,True,False,Saturday,Medium Value,2025-03-01
52524,Kolkata,2025-01-01 08:29:00,2025-01-01 08:59:00,Delivered,UPI,683.78,52.33,24.06,712.05,30,8,Wednesday,January,False,True,False,Wednesday,Medium Value,2025-01-01
52525,Mumbai,2025-01-28 19:19:00,2025-01-28 19:55:00,Delivered,Cash on Delivery,665.07,26.04,101.89,589.22,36,19,Tuesday,January,False,True,True,Tuesday,Medium Value,2025-01-28
52526,Chennai,2025-01-06 08:37:00,2025-01-06 09:10:00,Delivered,Wallet,1334.63,64.42,283.25,1115.8,33,8,Monday,January,False,True,True,Monday,Medium Value,2025-01-06
52527,Hyderabad,2025-01-24 13:09:00,2025-01-24 13:31:00,Delivered,Cash on Delivery,374.19,63.49,43.73,393.95,22,13,Friday,January,False,True,False,Friday,Low Value,2025-01-24
52528,Delhi,2025-02-01 08:14:00,2025-02-01 08:27:00,Delivered,Card,2411.06,21.14,227.86,2204.34,13,8,Saturday,February,True,True,False,Saturday,High Value,2025-02-01
52529,Hyderabad,2025-02-27 21:06:00,2025-02-27 21:29:00,Delivered,Card,844.21,31.36,138.68,736.89,23,21,Thursday,February,False,True,False,Thursday,Medium Value,2025-02-27
52530,Ahmedabad,2025-02-21 21:53:00,2025-02-21 22:21:00,Delivered,Cash on Delivery,1795.37,51.53,366.36,1480.54,28,21,Friday,February,False,True,False,Friday,Medium Value,2025-02-21
52531,Bangalore,2025-01-21 19:16:00,2025-01-21 19:26:00,Delivered,Cash on Delivery,1930.02,65.18,137.88,1857.32,10,19,Tuesday,January,False,True,False,Tuesday,High Value,2025-01-21
52532,Hyderabad,2025-01-28 12:39:00,2025-01-28 13:06:00,Delivered,UPI,2204.77,62.17,326.65,1940.29,27,12,Tuesday,January,False,False,False,Tuesday,High Value,2025-01-28
52533,Delhi,2025-02-24 19:43:00,,Cancelled,UPI,919.0,24.81,76.51,867.3,17,19,Monday,February,False,True,False,Monday,Medium Value,2025-02-24
52534,Hyderabad,2025-01-21 06:23:00,2025-01-21 06:39:00,Delivered,Cash on Delivery,333.09,30.23,5.3,358.02,16,6,Tuesday,January,False,False,False,Tuesday,Low Value,2025-01-21
52535,Mumbai,2025-02-11 19:48:00,2025-02-11 20:00:00,Delivered,Cash on Delivery,2030.44,31.24,398.48,1663.2,12,19,Tuesday,February,False,True,False,Tuesday,High Value,2025-02-11
52536,Bangalore,2025-04-02 20:19:00,2025-04-02 20:43:00,Delivered,Cash on Delivery,1946.92,13.11,451.2,1508.83,24,20,Wednesday,April,False,True,False,Wednesday,High Value,2025-04-02
52537,Chennai,2025-01-23 21:20:00,2025-01-23 21:35:00,Delivered,UPI,151.87,56.52,24.56,183.83,15,21,Thursday,January,False,True,False,Thursday,Low Value,2025-01-23
52538,Hyderabad,2025-01-07 19:38:00,2025-01-07 20:08:00,Delivered,Wallet,2110.18,39.91,175.65,1974.44,30,19,Tuesday,January,False,True,False,Tuesday,High Value,2025-01-07
52539,Chennai,2025-04-16 08:38:00,2025-04-16 09:00:00,Delivered,UPI,2371.92,25.92,279.76,2118.08,22,8,Wednesday,April,False,True,False,Wednesday,High Value,2025-04-16
52540,Ahmedabad,2025-03-02 19:27:00,2025-03-02 19:51:00,Delivered,UPI,1958.8,25.9,428.47,1556.23,24,19,Sunday,March,True,True,False,Sunday,High Value,2025-03-02
52541,Bangalore,2025-02-05 13:34:00,2025-02-05 14:01:00,Delivered,UPI,2253.32,24.53,549.44,1728.41,27,13,Wednesday,February,False,True,False,Wednesday,High Value,2025-02-05
52542,Pune,2025-01-26 20:01:00,,Cancelled,Card,955.15,65.78,213.3,807.63,18,20,Sunday,January,True,True,False,Sunday,Medium Value,2025-01-26
52543,Pune,2025-04-14 08:34:00,2025-04-14 09:05:00,Delivered,Card,2401.54,33.17,42.61,2392.1,31,8,Monday,April,False,True,True,Monday,High Value,2025-04-14
52544,Bangalore,2025-03-28 20:11:00,2025-03-28 20:48:00,Delivered,Wallet,2110.52,15.54,288.11,1837.95,37,20,Friday,March,False,True,True,Friday,High Value,2025-03-28
52545,Bangalore,2025-01-02 07:06:00,2025-01-02 07:20:00,Delivered,UPI,106.33,16.98,16.73,106.58,14,7,Thursday,January,False,False,False,Thursday,Low Value,2025-01-02
52546,Hyderabad,2025-04-24 20:09:00,2025-04-24 20:43:00,Delivered,UPI,1649.24,47.81,272.67,1424.38,34,20,Thursday,April,False,True,True,Thursday,Medium Value,2025-04-24
52547,Bangalore,2025-01-06 13:10:00,2025-01-06 13:34:00,Delivered,Card,506.13,24.81,74.04,456.9,24,13,Monday,January,False,True,False,Monday,Low Value,2025-01-06
52548,Hyderabad,2025-02-12 19:29:00,2025-02-12 20:01:00,Delivered,Cash on Delivery,243.54,67.15,56.78,253.91,32,19,Wednesday,February,False,True,True,Wednesday,Low Value,2025-02-12
52549,Delhi,2025-03-22 10:43:00,2025-03-22 11:11:00,Delivered,Card,1310.91,53.32,168.5,1195.73,28,10,Saturday,March,True,True,False,Saturday,Medium Value,2025-03-22
52550,Hyderabad,2025-01-14 13:49:00,2025-01-14 14:08:00,Delivered,Card,423.5,52.38,15.25,460.63,19,13,Tuesday,January,False,True,False,Tuesday,Low Value,2025-01-14
52551,Bangalore,2025-04-26 20:27:00,2025-04-26 20:48:00,Delivered,UPI,1739.22,53.97,294.07,1499.12,21,20,Saturday,April,True,True,False,Saturday,Medium Value,2025-04-26
52552,Mumbai,2025-01-17 06:58:00,2025-01-17 07:36:00,Delivered,Wallet,1128.45,31.63,261.1,898.98,38,6,Friday,January,False,False,True,Friday,Medium Value,2025-01-17
52553,Hyderabad,2025-02-02 09:09:00,2025-02-02 09:28:00,Delivered,Cash on Delivery,2304.09,19.91,518.47,1805.53,19,9,Sunday,February,True,True,False,Sunday,High Value,2025-02-02
52554,Hyderabad,2025-03-15 10:31:00,2025-03-15 10:51:00,Delivered,UPI,1359.09,45.19,226.42,1177.86,20,10,Saturday,March,True,True,False,Saturday,Medium Value,2025-03-15
52555,Delhi,2025-03-23 21:04:00,2025-03-23 21:36:00,Delivered,Card,2304.85,14.21,488.87,1830.19,32,21,Sunday,March,True,True,True,Sunday,High Value,2025-03-23
52556,Bangalore,2025-03-27 13:54:00,2025-03-27 14:20:00,Delivered,Cash on Delivery,638.23,63.18,77.06,624.35,26,13,Thursday,March,False,True,False,Thursday,Medium Value,2025-03-27
52557,Bangalore,2025-04-04 21:28:00,2025-04-04 21:40:00,Delivered,Cash on Delivery,1889.21,47.44,126.05,1810.6,12,21,Friday,April,False,True,False,Friday,High Value,2025-04-04
52558,Kolkata,2025-01-23 20:57:00,2025-01-23 21:29:00,Delivered,Card,418.48,20.38,13.79,425.07,32,20,Thursday,January,False,True,True,Thursday,Low Value,2025-01-23
52559,Pune,2025-04-10 11:10:00,2025-04-10 11:45:00,Delivered,Wallet,365.98,54.13,9.77,410.34,35,11,Thursday,April,False,False,True,Thursday,Low Value,2025-04-10
52560,Pune,2025-01-27 08:08:00,2025-01-27 08:42:00,Delivered,Wallet,2332.01,63.34,114.02,2281.33,34,8,Monday,January,False,True,True,Monday,High Value,2025-01-27
52561,Chennai,2025-03-16 11:15:00,2025-03-16 11:50:00,Delivered,Card,1357.28,17.6,10.23,1364.65,35,11,Sunday,March,True,False,True,Sunday,Medium Value,2025-03-16
52562,Delhi,2025-01-01 20:44:00,2025-01-01 20:57:00,Delivered,UPI,942.41,16.7,3.03,956.08,13,20,Wednesday,January,False,True,False,Wednesday,Medium Value,2025-01-01
52563,Mumbai,2025-04-22 14:17:00,2025-04-22 14:31:00,Delivered,UPI,2080.01,65.64,44.82,2100.83,14,14,Tuesday,April,False,True,False,Tuesday,High Value,2025-04-22
52564,Pune,2025-04-27 20:56:00,,Cancelled,Card,167.71,37.72,32.24,173.19,37,20,Sunday,April,True,True,True,Sunday,Low Value,2025-04-27
52565,Pune,2025-02-15 21:56:00,2025-02-15 22:18:00,Delivered,Cash on Delivery,2223.28,42.47,55.22,2210.53,22,21,Saturday,February,True,True,False,Saturday,High Value,2025-02-15
52566,Delhi,2025-02-26 22:01:00,2025-02-26 22:27:00,Delivered,Card,2264.98,55.26,435.15,1885.09,26,22,Wednesday,February,False,False,False,Wednesday,High Value,2025-02-26
52567,Mumbai,2025-02-05 08:18:00,2025-02-05 08:50:00,Delivered,Wallet,1763.53,35.35,403.27,1395.61,32,8,Wednesday,February,False,True,True,Wednesday,Medium Value,2025-02-05
52568,Pune,2025-02-27 09:25:00,2025-02-27 09:42:00,Delivered,Card,1232.17,37.14,46.59,1222.72,17,9,Thursday,February,False,True,False,Thursday,Medium Value,2025-02-27
52569,Chennai,2025-03-15 14:56:00,2025-03-15 15:17:00,Delivered,Wallet,1119.49,27.52,201.16,945.85,21,14,Saturday,March,True,True,False,Saturday,Medium Value,2025-03-15
52570,Mumbai,2025-01-09 09:37:00,2025-01-09 10:15:00,Delivered,Card,980.97,65.68,11.39,1035.26,38,9,Thursday,January,False,True,True,Thursday,Medium Value,2025-01-09
